address|clean_address|lat|lng|loc_type|num_results
Burnell Pl, Monash ACT|Burnell Place, Monash ACT 2904, Australia|-35.411407|149.086879|GEOMETRIC_CENTER|1
Burnett St, Kaleen ACT|Burnett Street, Kaleen ACT 2617, Australia|-35.212700|149.109795|GEOMETRIC_CENTER|1
Burnie St, Lyons ACT|Burnie Street, Lyons ACT 2606, Australia|-35.344493|149.080552|GEOMETRIC_CENTER|1
Burns Cct, Mckellar ACT|Burns Circuit, McKellar ACT 2617, Australia|-35.220861|149.077348|GEOMETRIC_CENTER|1
Burnside St, Watson ACT|Burnside Street, Watson ACT 2602, Australia|-35.234296|149.152664|GEOMETRIC_CENTER|1
Burnum Burnum Cl, Bonner ACT|Burnum Burnum Close, Bonner ACT 2914, Australia|-35.159144|149.142090|GEOMETRIC_CENTER|1
Burra Pl, Braddon ACT|Burra Place, Braddon ACT 2612, Australia|-35.264227|149.134693|GEOMETRIC_CENTER|1
Burra St, Dodsworth ACT|None|0.000000|0.000000|ERROR|0
Burrai Pl, Ngunnawal ACT|Burrai Place, Ngunnawal ACT 2913, Australia|-35.169348|149.108511|GEOMETRIC_CENTER|1
Burraly Ct, Ngunnawal ACT|Burraly Court, Ngunnawal ACT 2913, Australia|-35.182684|149.117986|GEOMETRIC_CENTER|1
Burrell St, Hackett ACT|Burrell Street, Hackett ACT 2602, Australia|-35.249254|149.166212|GEOMETRIC_CENTER|1
Burrendong St, Duffy ACT|Burrendong Street, Weston Creek ACT 2611, Australia|-35.331843|149.029681|GEOMETRIC_CENTER|1
Burrinjuck Cres, Duffy ACT|Burrinjuck Crescent, Weston Creek ACT 2611, Australia|-35.333676|149.034151|GEOMETRIC_CENTER|1
Burrowa St, Palmerston ACT|Burrowa Street, Palmerston ACT 2913, Australia|-35.191160|149.114136|GEOMETRIC_CENTER|1
Burrowes Pl, Wanniassa ACT|Burrowes Place, Wanniassa ACT 2903, Australia|-35.398507|149.076013|GEOMETRIC_CENTER|1
Burrows Lane, Bungendore ACT|None|0.000000|0.000000|ERROR|0
Burrumarra Ave, Ngunnawal ACT|Burrumarra Avenue, Ngunnawal ACT 2913, Australia|-35.161390|149.107019|GEOMETRIC_CENTER|1
Bursaria St, O'connor ACT|Bursaria Street, O'Connor ACT 2602, Australia|-35.248993|149.119299|GEOMETRIC_CENTER|1
Burston Pl, Gowrie ACT|Burston Place, Gowrie ACT 2904, Australia|-35.412527|149.109664|GEOMETRIC_CENTER|1
Burt St, O'connor ACT|Burt Street, O'Connor ACT 2602, Australia|-35.261906|149.121758|GEOMETRIC_CENTER|1
Burton Pl, Letchworth ACT|Burton, MI, USA|42.999472|-83.616342|APPROXIMATE|1
Burton St, Watson ACT|Burton Street, Watson ACT 2602, Australia|-35.239831|149.153012|GEOMETRIC_CENTER|1
Burtt Cres, Calwell ACT|Burtt Crescent, Calwell ACT 2905, Australia|-35.443004|149.104641|GEOMETRIC_CENTER|1
Buru Cl, Ngunnawal ACT|Buru Close, Ngunnawal ACT 2913, Australia|-35.175281|149.110819|GEOMETRIC_CENTER|1
Burvill Pl, Stirling ACT|Burvill Place, Weston Creek ACT 2611, Australia|-35.346544|149.053314|GEOMETRIC_CENTER|1
Busby St, O'connor ACT|Busby Street, O'Connor ACT 2602, Australia|-35.261433|149.119589|GEOMETRIC_CENTER|1
Buscombe St, Forde ACT|Buscombe Street, Forde ACT 2914, Australia|-35.172058|149.140849|GEOMETRIC_CENTER|1
Bush St, Downer ACT|Bush Street, Downer ACT 2602, Australia|-35.244791|149.140406|GEOMETRIC_CENTER|1
Bushby Cl, Gordon ACT|Bushby Close, Gordon ACT 2906, Australia|-35.466504|149.089340|GEOMETRIC_CENTER|1
Bushby Pl, Holt ACT|Bushby Place, Holt ACT 2615, Australia|-35.222042|149.002605|GEOMETRIC_CENTER|1
Bussau Cl, Wanniassa ACT|Bussau Close, Wanniassa ACT 2903, Australia|-35.400900|149.098520|GEOMETRIC_CENTER|1
Bussell Cres, Cook ACT|Bussell Crescent, Cook ACT 2614, Australia|-35.263840|149.065157|GEOMETRIC_CENTER|1
Butler Pl, Campbell ACT|Butler Place, Campbell ACT 2612, Australia|-35.290298|149.149011|GEOMETRIC_CENTER|1
Butlin Pl, Theodore ACT|Butlin Place, Theodore ACT 2905, Australia|-35.452109|149.120635|GEOMETRIC_CENTER|1
Butmaroo St, Bungendore ACT|Butmaroo Street, Bungendore NSW 2621, Australia|-35.256587|149.442968|GEOMETRIC_CENTER|1
Butterfish St, Harrison ACT|Butterfish Street, Harrison ACT 2914, Australia|-35.208229|149.153072|GEOMETRIC_CENTER|1
Butterley Pl, Wanniassa ACT|Butterley Place, Wanniassa ACT 2903, Australia|-35.390084|149.090744|GEOMETRIC_CENTER|1
Butters Dr, Phillip ACT|Butters Drive, Phillip ACT 2606, Australia|-35.353195|149.096039|GEOMETRIC_CENTER|1
Buttle St, Dodsworth ACT|None|0.000000|0.000000|ERROR|0
Buvelot St, Weston ACT|Buvelot Street, Weston Creek ACT 2611, Australia|-35.342070|149.064189|GEOMETRIC_CENTER|1
Buxton St, Deakin ACT|Buxton Street, Deakin ACT 2600, Australia|-35.318435|149.107410|GEOMETRIC_CENTER|1
Buzacott Pl, Mckellar ACT|Buzacott Place, McKellar ACT 2617, Australia|-35.218971|149.077463|GEOMETRIC_CENTER|1
Buzo Gdns, Franklin ACT|Buzo Garden, Franklin ACT 2913, Australia|-35.198042|149.141123|GEOMETRIC_CENTER|1
Byaduk St, Harrison ACT|Byaduk Street, Harrison ACT 2914, Australia|-35.206288|149.160903|GEOMETRIC_CENTER|1
Byatt Pl, Isaacs ACT|Byatt Place, Isaacs ACT 2607, Australia|-35.374352|149.111095|GEOMETRIC_CENTER|1
Byles Pl, Chisholm ACT|Byles Place, Chisholm ACT 2905, Australia|-35.415648|149.121111|GEOMETRIC_CENTER|1
Bym Porter Lane, Casey ACT|Casey ACT, Australia|-35.175117|149.095649|APPROXIMATE|1
Bynoe Pl, Page ACT|Bynoe Place, Page ACT 2614, Australia|-35.241227|149.052092|GEOMETRIC_CENTER|1
Byram Pl, Florey ACT|Byram Place, Florey ACT 2615, Australia|-35.223735|149.055802|GEOMETRIC_CENTER|1
Byrne Pl, Jerrabomberra ACT|Byrne Place, Jerrabomberra NSW 2619, Australia|-35.374695|149.201341|GEOMETRIC_CENTER|1
Byrne St, Wanniassa ACT|Byrne Street, Wanniassa ACT 2903, Australia|-35.393984|149.088222|GEOMETRIC_CENTER|1
Byrnes Pl, Curtin ACT|Byrnes Place, Curtin ACT 2605, Australia|-35.317906|149.072303|GEOMETRIC_CENTER|1
Byron Ct, Phillip ACT|Phillip ACT 2606, Australia|-35.343783|149.082978|APPROXIMATE|1
Bywaters St, Amaroo ACT|Bywaters Street, Amaroo ACT 2914, Australia|-35.169821|149.122366|GEOMETRIC_CENTER|1
Bywong St, Dodsworth ACT|Bywong NSW 2621, Australia|-35.172801|149.329712|APPROXIMATE|1
Bywong St, Sutton ACT|Bywong Street, Sutton NSW 2620, Australia|-35.165641|149.253704|GEOMETRIC_CENTER|1
Bywong Town Rd, Bywong ACT|Bywong Street, Sutton NSW 2620, Australia|-35.165641|149.253704|GEOMETRIC_CENTER|1
Cabarita Tce, Omalley ACT|Cabarita Terrace, O'Malley ACT 2606, Australia|-35.350335|149.111454|GEOMETRIC_CENTER|1
Cabena Ct, Belconnen ACT|Cabena Court, Belconnen ACT 2617, Australia|-35.244704|149.068524|GEOMETRIC_CENTER|1
Caddy Pl, Florey ACT|Caddy Place, Florey ACT 2615, Australia|-35.228870|149.050950|GEOMETRIC_CENTER|1
Cade Pl, Melba ACT|Cade Place, Melba ACT 2615, Australia|-35.207395|149.059459|GEOMETRIC_CENTER|1
Cadell Pl, Downer ACT|Cadell Place, Downer ACT 2602, Australia|-35.245255|149.147740|GEOMETRIC_CENTER|1
Cadell St, Downer ACT|Cadell Street, Downer ACT 2602, Australia|-35.245571|149.148664|GEOMETRIC_CENTER|1
Caffyn Pl, Garran ACT|Caffyn Place, Garran ACT 2605, Australia|-35.342998|149.111490|GEOMETRIC_CENTER|1
Cahalan Pl, Evatt ACT|Cahalan Place, Evatt ACT 2617, Australia|-35.220968|149.063193|GEOMETRIC_CENTER|1
Cain Pl, Torrens ACT|Cain Place, Torrens ACT 2607, Australia|-35.376087|149.083187|GEOMETRIC_CENTER|1
Cairns St, Deakin ACT|Cairns Street, Deakin ACT 2600, Australia|-35.317525|149.103286|GEOMETRIC_CENTER|1
Caladenia St, O'connor ACT|Caladenia Street, O'Connor ACT 2602, Australia|-35.252825|149.121274|GEOMETRIC_CENTER|1
Calculus Lane, Campbell ACT|Calculus Lane, Campbell ACT 2612, Australia|-35.298335|149.168556|GEOMETRIC_CENTER|1
Calder Cres, Holder ACT|Calder Crescent, Weston Creek ACT 2611, Australia|-35.333152|149.046840|GEOMETRIC_CENTER|2
Calder Pl, Holder ACT|Calder Place, Weston Creek ACT 2611, Australia|-35.332245|149.046068|GEOMETRIC_CENTER|2
Caldwell St, Hackett ACT|Caldwell Street, Hackett ACT 2602, Australia|-35.248826|149.158343|GEOMETRIC_CENTER|1
Caley Cres, Griffith ACT|Caley Crescent, Griffith ACT 2603, Australia|-35.333320|149.135790|GEOMETRIC_CENTER|1
Caley Cres, Narrabundah ACT|Caley Crescent, Narrabundah ACT, Australia|-35.335323|149.141472|GEOMETRIC_CENTER|1
Callabonna St, Kaleen ACT|Callabonna Street, Kaleen ACT 2617, Australia|-35.218322|149.104088|GEOMETRIC_CENTER|1
Callaghan St, Evatt ACT|Callaghan Street, Evatt ACT 2617, Australia|-35.215557|149.067888|GEOMETRIC_CENTER|1
Callam St, Phillip ACT|Callam Street, Phillip ACT 2606, Australia|-35.344804|149.088384|GEOMETRIC_CENTER|1
Callan St, Mitchell ACT|Callan Street, Mitchell ACT 2911, Australia|-35.214550|149.144013|GEOMETRIC_CENTER|1
Callaway Cres, Gordon ACT|Callaway Crescent, Gordon ACT 2906, Australia|-35.459760|149.081381|GEOMETRIC_CENTER|1
Callemonda Rise, Omalley ACT|Callemonda Rise, O'Malley ACT 2606, Australia|-35.353056|149.110420|GEOMETRIC_CENTER|1
Callide St, Fisher ACT|Callide Street, Weston Creek ACT 2611, Australia|-35.360556|149.053869|GEOMETRIC_CENTER|1
Callister Cres, Theodore ACT|Callister Crescent, Theodore ACT 2905, Australia|-35.457336|149.116586|GEOMETRIC_CENTER|1
Callitris Pl, Jerrabomberra ACT|Callitris Place, Jerrabomberra NSW 2619, Australia|-35.368178|149.211133|GEOMETRIC_CENTER|1
Callum St, Queanbeyan ACT|Callum Street, Queanbeyan NSW 2620, Australia|-35.359322|149.221134|GEOMETRIC_CENTER|1
Callus St, Forde ACT|Callus Street, Forde ACT 2914, Australia|-35.155898|149.152882|GEOMETRIC_CENTER|1
Calvert St, Ainslie ACT|Calvert Street, Ainslie ACT 2602, Australia|-35.253897|149.156862|GEOMETRIC_CENTER|1
Calyute St, Bonner ACT|Calyute Street, Bonner ACT 2914, Australia|-35.163077|149.136263|GEOMETRIC_CENTER|1
Cambage St, Yarralumla ACT|Cambage Street, Yarralumla ACT 2600, Australia|-35.311124|149.103259|GEOMETRIC_CENTER|1
Cambridge St, Cook ACT|Cambridge Street, Cook ACT 2614, Australia|-35.258879|149.067504|GEOMETRIC_CENTER|1
Camellia Pl, Letchworth ACT|None|0.000000|0.000000|ERROR|0
Cameron Ave, Belconnen ACT|Cameron Avenue, Belconnen ACT 2617, Australia|-35.241173|149.070451|GEOMETRIC_CENTER|1
Cameron Rd, Karabar ACT|Cameron Road, Queanbeyan NSW 2620, Australia|-35.363032|149.229853|GEOMETRIC_CENTER|1
Cameron Rd, Queanbeyan ACT|Cameron Road, Queanbeyan NSW 2620, Australia|-35.363032|149.229853|GEOMETRIC_CENTER|1
Cameron St, Farrer ACT|Cameron Street, Farrer ACT 2607, Australia|-35.376362|149.100497|GEOMETRIC_CENTER|1
Camfield Pl, Florey ACT|Camfield Place, Florey ACT 2615, Australia|-35.221952|149.055299|GEOMETRIC_CENTER|1
Camm St, Holder ACT|Camm Street, Weston Creek ACT 2611, Australia|-35.338299|149.040170|GEOMETRIC_CENTER|1
Cammack Lane, Forde ACT|Cammack Lane, Forde ACT 2914, Australia|-35.175815|149.143433|GEOMETRIC_CENTER|1
Cammeray Ct, Phillip ACT|Phillip ACT 2606, Australia|-35.343783|149.082978|APPROXIMATE|1
Camp St, Sutton ACT|Camp Street, Sutton NSW 2620, Australia|-35.164118|149.252558|GEOMETRIC_CENTER|1
Campaspe Cct, Kaleen ACT|Campaspe Circuit, Kaleen ACT 2617, Australia|-35.227219|149.109539|GEOMETRIC_CENTER|1
Campbell Pl, Wamboin ACT|Campbell Place, Wamboin NSW 2620, Australia|-35.255319|149.277596|GEOMETRIC_CENTER|1
Campbell St, Ainslie ACT|Campbell Street, Ainslie ACT 2602, Australia|-35.267867|149.144005|GEOMETRIC_CENTER|1
Campbell St, Queanbeyan ACT|Campbell Street, Queanbeyan NSW 2620, Australia|-35.350290|149.229649|GEOMETRIC_CENTER|1
Camphorwood Cl, Jerrabomberra ACT|Camphorwood Close, Jerrabomberra NSW 2619, Australia|-35.403129|149.193960|GEOMETRIC_CENTER|1
Campion St, Deakin ACT|Campion Street, Deakin ACT 2600, Australia|-35.316927|149.096595|GEOMETRIC_CENTER|1
Can Pl, Oaks Estate ACT|Oaks Estate ACT 2620, Australia|-35.342665|149.229354|APPROXIMATE|1
Canaway Pl, Evatt ACT|Canaway Place, Evatt ACT 2617, Australia|-35.218217|149.059592|GEOMETRIC_CENTER|1
Canberra Ave, Forrest ACT|Canberra Avenue, Forrest ACT, Australia|-35.315141|149.130224|GEOMETRIC_CENTER|1
Canberra Ave, Fyshwick ACT|Canberra Avenue, Fyshwick ACT 2609, Australia|-35.333445|149.168120|GEOMETRIC_CENTER|1
Canberra Ave, Griffith ACT|Canberra Avenue, Griffith ACT 2603, Australia|-35.321028|149.142137|GEOMETRIC_CENTER|1
Canberra Ave, Harman ACT|Canberra Avenue, Harman ACT 2620, Australia|-35.344412|149.197018|GEOMETRIC_CENTER|1
Canberra Ave, Letchworth ACT|Canberra ACT 2601, Australia|-35.282000|149.128684|APPROXIMATE|2
Canberra Ave, Narrabundah ACT|Canberra Avenue, Narrabundah ACT 2604, Australia|-35.327570|149.156658|GEOMETRIC_CENTER|1
Canberra Ave, Oaks Estate ACT|Canberra Avenue, Australia|-35.349975|149.209369|GEOMETRIC_CENTER|2
Canberra Ave, Queanbeyan ACT|Canberra Avenue, Australia|-35.342528|149.188133|GEOMETRIC_CENTER|1
Canberra Ave, Symonston ACT|Canberra Avenue, Symonston ACT 2609, Australia|-35.337955|149.176505|GEOMETRIC_CENTER|1
Candelo Pl, Isabella Plains ACT|Candelo Place, Isabella Plains ACT 2905, Australia|-35.428141|149.102503|GEOMETRIC_CENTER|1
Candlebark Cl, Nicholls ACT|Candlebark Close, Nicholls ACT 2913, Australia|-35.194333|149.108916|GEOMETRIC_CENTER|1
Candlebark Rd, Karabar ACT|Candlebark Road, Karabar NSW 2620, Australia|-35.376779|149.230810|GEOMETRIC_CENTER|1
Cane Pl, Amaroo ACT|Cane Place, Amaroo ACT 2914, Australia|-35.170763|149.121540|GEOMETRIC_CENTER|1
Cane Pl, Jerrabomberra ACT|Cane Place, Jerrabomberra NSW 2619, Australia|-35.376302|149.199316|GEOMETRIC_CENTER|1
Cann Cl, Palmerston ACT|Cann Close, Palmerston ACT 2913, Australia|-35.192096|149.116675|GEOMETRIC_CENTER|1
Cannan Cres, Macgregor ACT|Cannan Crescent, Macgregor ACT 2615, Australia|-35.209153|149.010109|GEOMETRIC_CENTER|1
Canning Cl, Wamboin ACT|Canning Close, Wamboin NSW 2620, Australia|-35.248084|149.289986|GEOMETRIC_CENTER|1
Canning St, Ainslie ACT|Canning Street, Ainslie ACT 2602, Australia|-35.272345|149.148867|GEOMETRIC_CENTER|1
Canopus Cres, Giralang ACT|Canopus Crescent, Giralang ACT 2617, Australia|-35.212989|149.094499|GEOMETRIC_CENTER|1
Cantamessa Ave, Gungahlin ACT|Cantamessa Avenue, Gungahlin ACT 2912, Australia|-35.183547|149.141774|GEOMETRIC_CENTER|1
Canterbury Cres, Deakin ACT|Canterbury Crescent, Deakin ACT 2600, Australia|-35.311540|149.118226|GEOMETRIC_CENTER|1
Cantle Pl, Karabar ACT|Cantle Place, Karabar NSW 2620, Australia|-35.375617|149.240231|GEOMETRIC_CENTER|1
Cantor Cres, Higgins ACT|Cantor Crescent, Higgins ACT 2615, Australia|-35.232332|149.028784|GEOMETRIC_CENTER|1
Cape St, Dickson ACT|Cape Street, Dickson ACT 2602, Australia|-35.251271|149.136519|GEOMETRIC_CENTER|1
Cape York St, Harrison ACT|Cape York Street, Harrison ACT 2914, Australia|-35.200440|149.163257|GEOMETRIC_CENTER|1
Capel Pl, Fisher ACT|Capel Place, Weston Creek ACT 2611, Australia|-35.357491|149.052033|GEOMETRIC_CENTER|1
Capella Cres, Giralang ACT|Capella Crescent, Giralang ACT 2617, Australia|-35.216049|149.092428|GEOMETRIC_CENTER|1
Capertee Pl, Kaleen ACT|Capertee Place, Kaleen ACT 2617, Australia|-35.224489|149.117374|GEOMETRIC_CENTER|1
Capital Cir, Capital Hill ACT|Capital Circle, Capital Hill ACT 2600, Australia|-35.305930|149.121996|GEOMETRIC_CENTER|1
Capital Tce, Dodsworth ACT|None|0.000000|0.000000|ERROR|0
Captain Cook Cres, Griffith ACT|Captain Cook Crescent, Griffith ACT 2603, Australia|-35.325983|149.135287|GEOMETRIC_CENTER|1
Captain Cook Cres, Narrabundah ACT|Captain Cook Crescent, Narrabundah ACT 2604, Australia|-35.333596|149.142803|GEOMETRIC_CENTER|1
Captains Flat Rd, Carwoola ACT|Captains Flat Road, New South Wales, Australia|-35.363958|149.331272|GEOMETRIC_CENTER|1
Carandini St, Melba ACT|Carandini Street, Melba ACT 2615, Australia|-35.204652|149.051675|GEOMETRIC_CENTER|1
Carara Cl, Ngunnawal ACT|Carara Close, Ngunnawal ACT 2913, Australia|-35.172668|149.103578|GEOMETRIC_CENTER|1
Carbeen St, Rivett ACT|Carbeen Street, Weston Creek ACT 2611, Australia|-35.344102|149.043006|GEOMETRIC_CENTER|1
Card St, Gungahlin ACT|Card Street, Gungahlin ACT 2912, Australia|-35.184375|149.152316|GEOMETRIC_CENTER|1
Cardell Pl, Richardson ACT|Cardell Place, Richardson ACT 2905, Australia|-35.429058|149.127734|GEOMETRIC_CENTER|1
Cardew Cres, Holder ACT|Cardew Crescent, Weston Creek ACT 2611, Australia|-35.330907|149.042092|GEOMETRIC_CENTER|1
Careel St, Harrison ACT|Careel Street, Harrison ACT 2914, Australia|-35.190858|149.155770|GEOMETRIC_CENTER|1
Carey Pl, Melba ACT|Carey Place, Melba ACT 2615, Australia|-35.201048|149.059765|GEOMETRIC_CENTER|1
Cargelligo St, Duffy ACT|Cargelligo Street, Weston Creek ACT 2611, Australia|-35.333291|149.030849|GEOMETRIC_CENTER|1
Carina St, Ngunnawal ACT|Carina Street, Ngunnawal ACT 2913, Australia|-35.170955|149.107688|GEOMETRIC_CENTER|1
Carinya St, Queanbeyan ACT|Carinya Street, Queanbeyan NSW 2620, Australia|-35.347644|149.236121|GEOMETRIC_CENTER|1
Carleton St, Kambah ACT|Carleton Street, Kambah ACT 2902, Australia|-35.382155|149.049305|GEOMETRIC_CENTER|1
Carlile St, Evatt ACT|Carlile Street, Evatt ACT 2617, Australia|-35.219056|149.059351|GEOMETRIC_CENTER|1
Carlton Pl, Holt ACT|Carlton Place, Holt ACT 2615, Australia|-35.227303|149.008723|GEOMETRIC_CENTER|1
Carman Loop, Macgregor ACT|Carman Loop, Macgregor ACT 2615, Australia|-35.205509|149.009797|GEOMETRIC_CENTER|1
Carmichael St, Deakin ACT|Carmichael Street, Deakin ACT 2600, Australia|-35.319139|149.105434|GEOMETRIC_CENTER|1
Carmody St, Casey ACT|Carmody Street, Casey ACT 2913, Australia|-35.176959|149.088496|GEOMETRIC_CENTER|1
Carnall Cl, Holt ACT|Carnall Close, Holt ACT 2615, Australia|-35.219659|149.003924|GEOMETRIC_CENTER|1
Carne Pl, Florey ACT|Carne Place, Florey ACT 2615, Australia|-35.227443|149.052033|GEOMETRIC_CENTER|1
Carnegie Cres, Griffith ACT|Carnegie Crescent, Griffith ACT 2603, Australia|-35.336177|149.133465|GEOMETRIC_CENTER|1
Carnegie Cres, Narrabundah ACT|Carnegie Crescent, Narrabundah ACT 2604, Australia|-35.336658|149.140963|GEOMETRIC_CENTER|1
Carnegie Cres, Red Hill ACT|Carnegie Crescent, Red Hill ACT 2603, Australia|-35.336538|149.133424|GEOMETRIC_CENTER|1
Caroline Pl, Karabar ACT|Caroline Place, Karabar NSW 2620, Australia|-35.377235|149.239324|GEOMETRIC_CENTER|1
Carolyn Jackson Dr, Jerrabomberra ACT|Carolyn Jackson Drive, Jerrabomberra NSW 2619, Australia|-35.371243|149.206149|GEOMETRIC_CENTER|1
Carpentaria St, Harrison ACT|Carpentaria Street, Harrison ACT 2914, Australia|-35.198018|149.162633|GEOMETRIC_CENTER|1
Carpenter Cl, Calwell ACT|Carpenter Close, Calwell ACT 2905, Australia|-35.437399|149.111595|GEOMETRIC_CENTER|1
Carr Cres, Wanniassa ACT|Carr Crescent, Wanniassa ACT 2903, Australia|-35.390933|149.090654|GEOMETRIC_CENTER|1
Carr St, Banks ACT|Carr Street, Banks ACT 2906, Australia|-35.473274|149.103013|GEOMETRIC_CENTER|1
Carrawa St, Crace ACT|Carawa Street, Crace ACT 2911, Australia|-35.202683|149.099684|GEOMETRIC_CENTER|1
Carrington St, Deakin ACT|Carrington Street, Deakin ACT 2600, Australia|-35.317525|149.103286|GEOMETRIC_CENTER|1
Carrington St, Dodsworth ACT|None|0.000000|0.000000|ERROR|0
Carrodus St, Fraser ACT|Carrodus Street, Fraser ACT 2615, Australia|-35.192009|149.036017|GEOMETRIC_CENTER|1
Carroll St, Hughes ACT|Carroll Street, Hughes ACT 2605, Australia|-35.333866|149.091711|GEOMETRIC_CENTER|1
Carron St, Page ACT|Carron Street, Page ACT 2614, Australia|-35.241411|149.047836|GEOMETRIC_CENTER|1
Carruthers St, Curtin ACT|Carruthers Street, Curtin ACT 2605, Australia|-35.325071|149.083260|GEOMETRIC_CENTER|1
Carruthers St, Deakin ACT|Carruthers Street, Deakin ACT 2600, Australia|-35.326927|149.091780|GEOMETRIC_CENTER|1
Carruthers St, Hughes ACT|Carruthers Street, Hughes ACT 2605, Australia|-35.326986|149.091060|GEOMETRIC_CENTER|1
Carslake Loop, Gordon ACT|Carslake Loop, Gordon ACT 2906, Australia|-35.441778|149.083350|GEOMETRIC_CENTER|1
Carslaw St, Chifley ACT|Carslaw Street, Chifley ACT 2606, Australia|-35.348248|149.076915|GEOMETRIC_CENTER|1
Carson St, Macarthur ACT|Carson Street, Macarthur ACT 2904, Australia|-35.408683|149.131367|GEOMETRIC_CENTER|1
Carss Pl, Charnwood ACT|Carss Place, Charnwood ACT 2615, Australia|-35.200874|149.040978|GEOMETRIC_CENTER|1
Carstairs Cct, Amaroo ACT|Carstairs Circuit, Amaroo ACT 2914, Australia|-35.169390|149.136751|GEOMETRIC_CENTER|1
Carstensz St, Griffith ACT|Carstensz Street, Griffith ACT 2603, Australia|-35.331194|149.132096|GEOMETRIC_CENTER|1
Carter Cres, Calwell ACT|Carter Crescent, Calwell ACT 2905, Australia|-35.433459|149.102347|GEOMETRIC_CENTER|1
Carter Pl, Banks ACT|Carter Place, Banks ACT 2906, Australia|-35.473443|149.100305|GEOMETRIC_CENTER|1
Cartledge St, Casey ACT|Cartledge Street, Kinlyside ACT 2913, Australia|-35.175002|149.086334|GEOMETRIC_CENTER|1
Cartwright Ave, Sutton ACT|Cartwright Avenue, Sutton NSW 2620, Australia|-35.200671|149.255655|GEOMETRIC_CENTER|1
Cartwright St, Charnwood ACT|Cartwright Street, Charnwood ACT 2615, Australia|-35.201228|149.033640|GEOMETRIC_CENTER|1
Carumbi Pl, Isabella Plains ACT|Carumbi Place, Isabella Plains ACT 2905, Australia|-35.430577|149.096527|GEOMETRIC_CENTER|1
Carver Lane, Gungahlin ACT|Carver Lane, Gungahlin ACT 2912, Australia|-35.180988|149.133905|GEOMETRIC_CENTER|1
Carwoola Pl, Dodsworth ACT|Dodsworth Street, Queanbeyan NSW 2620, Australia|-35.358725|149.242610|GEOMETRIC_CENTER|1
Carwoola St, Dodsworth ACT|Dodsworth Street, Queanbeyan NSW 2620, Australia|-35.358725|149.242610|GEOMETRIC_CENTER|1
Cascade St, Letchworth ACT|None|0.000000|0.000000|ERROR|0
Case Pl, Gilmore ACT|Case Place, Gilmore ACT 2905, Australia|-35.416571|149.137168|GEOMETRIC_CENTER|1
Casey Cres, Calwell ACT|Casey Crescent, Calwell ACT 2905, Australia|-35.440219|149.113510|GEOMETRIC_CENTER|1
Cash St, Franklin ACT|Cash Street, Franklin ACT 2913, Australia|-35.203784|149.140265|GEOMETRIC_CENTER|1
Cashion Ct, Dunlop ACT|Cashion Court, Dunlop ACT 2615, Australia|-35.203621|149.014655|GEOMETRIC_CENTER|1
Casilda St, Harrison ACT|Casilda Street, Harrison ACT 2914, Australia|-35.206881|149.160298|GEOMETRIC_CENTER|1
Casimaty St, Gungahlin ACT|Casimaty Street, Gungahlin ACT 2912, Australia|-35.186914|149.146719|GEOMETRIC_CENTER|1
Cassia Cres, Karabar ACT|Cassia Crescent, Karabar NSW 2620, Australia|-35.367490|149.226450|GEOMETRIC_CENTER|1
Cassia Pl, Rivett ACT|Cassia Place, Weston Creek ACT 2611, Australia|-35.344115|149.037247|GEOMETRIC_CENTER|1
Cassidy Cl, Holt ACT|Cassidy Close, Holt ACT 2615, Australia|-35.222957|149.003384|GEOMETRIC_CENTER|1
Cassidy St, Letchworth ACT|None|0.000000|0.000000|ERROR|0
Cassinia St, Letchworth ACT|Cassinia Street, Crestwood NSW 2620, Australia|-35.352984|149.216474|GEOMETRIC_CENTER|1
Cassinia St, O'connor ACT|Cassinia Street, O'Connor ACT 2602, Australia|-35.251616|149.119850|GEOMETRIC_CENTER|1
Casson St, Richardson ACT|Casson Street, Richardson ACT 2905, Australia|-35.422282|149.109611|GEOMETRIC_CENTER|1
Castieau St, Higgins ACT|Castieau Street, Higgins ACT 2615, Australia|-35.230244|149.031262|GEOMETRIC_CENTER|1
Castlereagh Cres, Macquarie ACT|Castlereagh Crescent, Macquarie ACT 2614, Australia|-35.253774|149.056522|GEOMETRIC_CENTER|1
Castles Pl, Melba ACT|Castles Place, Melba ACT 2615, Australia|-35.206947|149.050555|GEOMETRIC_CENTER|1
Castleton Cres, Gowrie ACT|Castleton Crescent, Gowrie ACT 2904, Australia|-35.410023|149.112065|GEOMETRIC_CENTER|1
Castley Cct, Kambah ACT|Castley Circuit, Kambah ACT 2902, Australia|-35.388182|149.053308|GEOMETRIC_CENTER|1
Castor Pl, Giralang ACT|Castor Place, Giralang ACT 2617, Australia|-35.217016|149.087771|GEOMETRIC_CENTER|1
Casuarina St, Rivett ACT|Casuarina Street, Weston Creek ACT 2611, Australia|-35.350841|149.035023|GEOMETRIC_CENTER|1
Caswell Dr, Aranda ACT|Caswell Drive, Aranda ACT 2614, Australia|-35.260961|149.087206|GEOMETRIC_CENTER|1
Caswell Dr, Stromlo ACT|Caswell Drive, Canberra ACT, Australia|-35.286551|149.082611|GEOMETRIC_CENTER|1
Catalano St, Wright ACT|Catalano Street, Wright ACT 2611, Australia|-35.322616|149.033457|GEOMETRIC_CENTER|1
Catalina Dr, Majura ACT|Catalina Drive, Canberra International Airport ACT 2609, Australia|-35.298053|149.188184|GEOMETRIC_CENTER|3
